"id","name","type","email","phone","address","postal_code","status","is_active","metadata"
"c1b65add-f607-4dec-a444-08ec4c1e1850","1-SOLUTIONING PTE LTD","supplier","contact@1-solutioningpteltd.com.sg","62350939","3, ANG MO KIO STREET 62, ##03-23/24, LINK@AMK","569139","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - ME05 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""ME05"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"46d49890-a88d-43d2-a233-813eb09a81f4","100 INFRASTRUCTURE PTE LTD","supplier","contact@100infrastructurepteltd.com.sg","65098269","33, UBI AVENUE 3, ##07-61, VERTEX","408868","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CR14 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CR14"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"8cac1d9d-6ff1-4030-a06d-00a0f127e777","101 CONSTRUCTION PTE. LTD.","supplier","contact@101constructionpteltd.com.sg","97253966","292A, COMPASSVALE STREET, ##04-228, na","541292","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - TR09 (Grade: Single Grade)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""TR09"", ""grade"": ""Single Grade"", ""source"": ""BCA Registered Contractors""}"
"c139574d-2587-4199-80d3-7df6a9ca4ead","11STAR ENGINEERING PTE. LTD.","supplier","contact@11starengineeringpteltd.com.sg","90124765","140, UPPER BUKIT TIMAH ROAD, ##03-15, BEAUTY WORLD PLAZA","588176","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - ME05 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""ME05"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"4800d07e-78dc-4f89-9539-d663cf3689d7","18 DEGREE SERVICES PTE. LTD.","supplier","contact@18degreeservicespteltd.com.sg","67546234","20, ANG MO KIO INDUSTRIAL PARK 2A, ##06-04, AMK TECHLINK","567761","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - ME01 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""ME01"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"b64fcceb-2411-453e-87ac-765c0b812486","18 STEPS PTE LTD","supplier","contact@18stepspteltd.com.sg","83283799","73, 73 ubi road 1, ##08-58, oxley bizhub","408733","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CR01 (Grade: Single Grade)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CR01"", ""grade"": ""Single Grade"", ""source"": ""BCA Registered Contractors""}"
"c92b3e3b-9ad4-45c2-8907-04b420afc4ef","18 STEPS PTE LTD","supplier","contact@18stepspteltd.com.sg","83283799","73, 73 ubi road 1, ##08-58, oxley bizhub","408733","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - ME05 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""ME05"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"58352ae9-9ddf-4622-aefb-be1fb467654d","1800NOPESTS PTE. LTD.","supplier","contact@1800nopestspteltd.com.sg","62446926","9010, TAMPINES STREET 93, ##02-93, TAMPINES INDUSTRIAL PARK A","528844","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - FM04 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""FM04"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"93747d96-c580-4a1b-a2d9-40318a1b1849","189 BUILDER PTE LTD","supplier","contact@189builderpteltd.com.sg","67351189","293, RIVER VALLEY ROAD, #na, na","238334","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CW01 (Grade: C3)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CW01"", ""grade"": ""C3"", ""source"": ""BCA Registered Contractors""}"
"15b67639-1eea-44d9-8ae2-0bd29162fe65","1ALPHABET PTE LTD","supplier","contact@1alphabetpteltd.com.sg","81775544","1014, GEYLANG EAST AVE 3, ##06-204, na","389729","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CR06 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CR06"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"3a1ad906-3bbb-4644-816f-8efacd05ea3c","1E SERVICES PTE. LTD.","supplier","contact@1eservicespteltd.com.sg","91547688","35, TANNERY ROAD, ##03-06A, RUBY INDUSTRIAL COMPLEX","347740","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - ME01 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""ME01"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"dd1cce1f-4e9c-4d4e-834b-de0b090bb4a6","1ESS PTE. LTD.","supplier","contact@1esspteltd.com.sg","97509961","1, SOON LEE STREET, ##05-70, PIONEER CENTRE","627605","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - ME11 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""ME11"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"6ef9033b-b88a-4ca0-a953-94590e88b477","1SOLAR PTE LTD","supplier","contact@1solarpteltd.com.sg","90468836","10, JALAN BESAR, ##08-10, na","208787","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - ME03 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""ME03"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"9ab48858-e1c1-4241-83ff-8086ca9031f8","1ST CLEANING SERVICES PTE LTD","supplier","contact@1stcleaningservicespteltd.com.sg","86497777","60, KAKI BUKIT PLACE, ##07-04, EUNOS TECHPARK","415979","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - FM02 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""FM02"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"6b3f5b42-3c7a-45f1-8244-09d80799d139","1ST ELECTRICAL SERVICES","supplier","contact@1stelectricalservices.com.sg","87770811","60, JALAN LAM HUAT, ##03-42, CARROS CENTRE","737869","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - ME05 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""ME05"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"a31671b0-72a5-4059-8675-50346c12635c","1ST POWER ELECTRICAL ENGINEERING","supplier","contact@1stpowerelectricalengineering.com.sg","91810031","8, BURN ROAD, #12-12, TRIVEX","369977","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - ME05 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""ME05"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"3ef4cd4c-eee6-434e-a857-f21e5eafde78","1ST SOLUTION GROUP PTE. LTD.","supplier","contact@1stsolutiongrouppteltd.com.sg","67437666","45, KALLANG PUDDING ROAD, ##09-02, ALPHA BUILDING","349317","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - ME03 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""ME03"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"59e32416-8e78-48ae-8c9a-ac0af96652a3","1ST SOLUTION GROUP PTE. LTD.","supplier","contact@1stsolutiongrouppteltd.com.sg","67437666","45, KALLANG PUDDING ROAD, ##09-02, ALPHA BUILDING","349317","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - ME04 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""ME04"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"ca42b3b3-8597-48ba-bca9-10ac45459329","1STAR ENGINEERING","supplier","contact@1starengineering.com.sg","90228126","1, SUNVIEW ROAD, ##02-02, ECO-TECH@SUNVIEW","627615","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - ME01 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""ME01"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"519e986a-5659-4e85-9934-26510145eb0f","1STOP BUILDERS PTE LTD","supplier","contact@1stopbuilderspteltd.com.sg","69096160","11, MANDAI ESTATE, ##10-12, ELDIX","729908","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CR06 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CR06"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"95b9de84-28d8-4a68-8255-83950a9b2b9d","2 BOX DESIGN PTE LTD","supplier","contact@2boxdesignpteltd.com.sg","82085951","6, UBI ROAD, ##08-04, WINTECH CENTRE","408726","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CR06 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CR06"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"fb93ab8b-2298-4d90-b2d9-869ab2c0e358","21 CONSTRUCTION ENGINEERING PTE. LTD.","supplier","contact@21constructionengineeringpteltd.com.sg","62550887","25, BUKIT BATOK CRESCENT, ##08-04, THE ELITIST","658066","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CW01 (Grade: C3)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CW01"", ""grade"": ""C3"", ""source"": ""BCA Registered Contractors""}"
"04421999-2e51-4d3b-8725-7dbd675bc3a5","21 SHUTTERS PTE. LTD.","supplier","contact@21shutterspteltd.com.sg","64452121","3018, BEDOK NORTH STREET 5, ##03-12, EASTLINK","486132","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CR18 (Grade: Single Grade)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CR18"", ""grade"": ""Single Grade"", ""source"": ""BCA Registered Contractors""}"
"4a5c6d30-1497-40ee-8e95-420c3da5024a","21ST DECOR ENGINEERING PTE LTD","supplier","contact@21stdecorengineeringpteltd.com.sg","67342322","1, SOON LEE STREET, ##06-31, PIONEER CENTRE","627605","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CR06 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CR06"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"0ba10854-b7f4-4fb5-b037-310d3ccf9cc4","23 DEGREES PTE. LTD.","supplier","contact@23degreespteltd.com.sg","97597144","23, UBI ROAD 4, ##02-07, na","408620","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - ME01 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""ME01"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"6f2b7154-9231-4da8-b343-4f5f5300fb27","23 TECHNOLOGIES PTE. LTD.","supplier","contact@23technologiespteltd.com.sg","68461901","1004, TOA PAYOH INDUSTRIAL PARK, ##02-1499, na","319076","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - ME04 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""ME04"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"211cd1e8-0479-4ee1-85f7-06a0f0659e26","25 DEGREES PTE LTD","supplier","contact@25degreespteltd.com.sg","96958768","2, SIMS CLOSE, ##02-06, GEMINI","387298","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - ME01 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""ME01"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"69317e3e-30b7-4c7e-8247-20c3df67fbb8","265 FORWARD BUILDERS PTE. LTD.","supplier","contact@265forwardbuilderspteltd.com.sg","66430264","20, WOODLANDS WALK, #na, na","738391","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CR06 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CR06"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"127589fa-75ee-445d-a581-34deef4fd655","2BUILDUP PTE LTD","supplier","contact@2builduppteltd.com.sg","91264683","60, PAYA LEBAR ROAD, ##11-25, PAYA LEBAR SQUARE","409051","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CR06 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CR06"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"41a45dfd-33fd-4180-a105-86a9bb162193","2D ENGINEERING PTE. LTD.","supplier","contact@2dengineeringpteltd.com.sg","81138210","5, ST GEORGE'S LANE, ##02-181, ST GEORGE'S WEST GARDENS","320005","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CR01 (Grade: Single Grade)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CR01"", ""grade"": ""Single Grade"", ""source"": ""BCA Registered Contractors""}"
"5c129e40-0238-4d87-9c5e-844fc9da33af","2E METAL ART","supplier","contact@2emetalart.com.sg","81869192","1030, EUNOS AVE 6, ##01-50, EUNOS INDUSTRIAL ESTATE","409625","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - RW01 (Grade: Single Grade)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""RW01"", ""grade"": ""Single Grade"", ""source"": ""BCA Registered Contractors""}"
"176e8ba2-7a14-4f6c-8758-6c72f6324adc","2HQ BUILDER PTE LTD","supplier","contact@2hqbuilderpteltd.com.sg","91282066","100, PECK SEAH STREET, ##08-14, PS100","079903","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CR09 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CR09"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"36e9fead-1327-4a2a-991e-dd729d43c220","2J METAL & ELECTRICAL ENGINEERING","supplier","contact@2jmetal&electricalengineering.com.sg","67848107","9002, TAMPINES STREET 93, ##01-26, TAMPINES INDUSTRIAL PARK A","528836","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CR01 (Grade: Single Grade)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CR01"", ""grade"": ""Single Grade"", ""source"": ""BCA Registered Contractors""}"
"d09e4914-86a8-4ff6-84a7-1be2facaaf14","2K BUILDER PTE LTD","supplier","contact@2kbuilderpteltd.com.sg","62542922","50, BUKIT BATOK STREET 23, ##07-06, MIDVIEW BUILDING","659578","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CW01 (Grade: C2)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CW01"", ""grade"": ""C2"", ""source"": ""BCA Registered Contractors""}"
"85a2bb19-3592-42fd-8039-7f3f60712ee1","2K BUILDER PTE LTD","supplier","contact@2kbuilderpteltd.com.sg","62542922","50, BUKIT BATOK STREET 23, ##07-06, MIDVIEW BUILDING","659578","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CW02 (Grade: C1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CW02"", ""grade"": ""C1"", ""source"": ""BCA Registered Contractors""}"
"f5b48ee6-624f-4f0c-936f-28543fb2ed68","2K ENGINEERING WORKS PTE. LTD.","supplier","contact@2kengineeringworkspteltd.com.sg","62542922","50, BUKIT BATOK STREET 23, ##07-06, MIDVIEW BUILDING","659578","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CW01 (Grade: C3)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CW01"", ""grade"": ""C3"", ""source"": ""BCA Registered Contractors""}"
"15079ed8-9efd-48c0-b099-0fb53dc72ef6","2K INTERNATIONAL PTE. LTD.","supplier","contact@2kinternationalpteltd.com.sg","62542922","50, BUKIT BATOK STREET 23, ##07-06, MIDVIEW BUILDING","659578","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CW02 (Grade: C3)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CW02"", ""grade"": ""C3"", ""source"": ""BCA Registered Contractors""}"
"960af5fb-fbc7-4c7e-8ba3-76b06ce51c8a","2KBROS ENGINEERING PTE. LTD.","supplier","contact@2kbrosengineeringpteltd.com.sg","87808022","20, UPPER CIRCULAR ROAD, ##01-09, THE RIVERWALK","058416","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CR06 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CR06"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
"2142c4fa-0cb5-45bf-9568-cf8f7e801a4b","2L INTERIOR DESIGN & CONSTRUCTION PTE. LTD.","supplier","contact@2linteriordesign&constructionpteltd.com.sg","64497492","37, LORONG 23 GEYLANG, ##03-01A, YU LI INDUSTRIAL BUILDING","388371","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CW01 (Grade: C3)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CW01"", ""grade"": ""C3"", ""source"": ""BCA Registered Contractors""}"
"341c4689-092c-424e-be1c-df1e9ec6900a","2ND PHASE DESIGN INTERIOR PTE LTD","supplier","contact@2ndphasedesigninteriorpteltd.com.sg","63142181","21, WOODLANDS CLOSE, ##04-05, PRIMZ BIZHUB","737854","pending","false","{""registrationNumber"": """", ""contactPerson"": """", ""website"": """", ""taxId"": """", ""businessLicense"": """", ""description"": ""BCA Registered Contractor - CR06 (Grade: L1)"", ""city"": ""Singapore"", ""state"": """", ""country"": ""Singapore"", ""workhead"": ""CR06"", ""grade"": ""L1"", ""source"": ""BCA Registered Contractors""}"
